round,total_adversarial_episodes,total_ego_episodes,adv_episodes,adv_avg_reward,adv_crash_rate,adv_agents_crash_rate,adv_adv_collision_rate,adv_ego_collision_rate,adv_other_collision_rate,adv_recovery_rate,adv_road_completion_rate,adv_road_completion_rate_full,ego_episodes,ego_avg_reward,ego_crash_rate,ego_agents_crash_rate,ego_adv_adv_collision_rate,ego_adv_ego_collision_rate,ego_adv_other_collision_rate,ego_adv_recovery_rate,ego_road_completion_rate,ego_road_completion_rate_full,ego_route_completion_distance,ego_route_length,ego_avg_speed
85,15606,53960,150,381.60211224691585,0.08666666666666667,0.10666666666666667,0.02,0.08666666666666667,0.0,0.02,0.4012702914834938,0.3972575885686589,800,121.69981259438453,0.13375,0.1825,0.04875,0.13375,0.005,0.045,0.6693290012734125,0.6626357112606786,198.00000000000003,200.0,19.04181329605633
86,15756,54791,150,356.94538629272796,0.09333333333333334,0.14,0.04666666666666667,0.09333333333333334,0.0,0.04666666666666667,0.44020427417105207,0.4358022314293416,831,71.5287068594651,0.15643802647412755,0.23465703971119134,0.07942238267148015,0.15643802647412755,0.0,0.07581227436823104,0.4444539240124748,0.44000938477235013,198.00000000000003,200.0,9.89839335863043
87,15906,55591,150,363.2240489327381,0.006666666666666667,0.04666666666666667,0.04,0.006666666666666667,0.0,0.03333333333333333,0.4808095766427742,0.47600148087634636,800,128.86177027770205,0.0225,0.03,0.0075,0.0225,0.0,0.005,0.699032621460147,0.6920422952455455,198.00000000000003,200.0,10.198609212517983
88,16056,56402,150,301.37141343585364,0.09333333333333334,0.10666666666666667,0.02,0.09333333333333334,0.0,0.013333333333333334,0.5617780700398217,0.5561602893394236,811,119.7126463361673,0.11220715166461159,0.1381011097410604,0.029593094944512947,0.11220715166461159,0.0,0.027127003699136867,0.6619186341210789,0.6552994477798683,198.00000000000003,200.0,15.795922539850686
89,16206,57402,150,284.69447628139477,0.19333333333333333,0.24666666666666667,0.05333333333333334,0.19333333333333333,0.0,0.04666666666666667,0.5280261789773247,0.5227459171875515,1000,120.75716552548239,0.182,0.317,0.136,0.182,0.0,0.128,0.6602875904840276,0.6536847145791873,198.00000000000003,200.0,13.110437045202419
90,16356,58202,150,282.80341241449776,0.11333333333333333,0.18666666666666668,0.07333333333333333,0.11333333333333333,0.0,0.06,0.5930340126623537,0.5871036725357304,800,141.5526915705421,0.04875,0.09875,0.0525,0.04875,0.0,0.0425,0.7356841233571438,0.7283272821235723,198.00000000000003,200.0,8.05538156778323
91,16506,59072,150,282.85343242412324,0.14666666666666667,0.2,0.06,0.14666666666666667,0.0,0.05333333333333334,0.6032000519489248,0.5971680514294356,870,106.56164442327595,0.1,0.15977011494252874,0.06206896551724138,0.1,0.009195402298850575,0.05632183908045977,0.5967059883471848,0.5907389284637131,198.00000000000003,200.0,11.79079508344517
92,16656,60052,150,363.9280732664875,0.05333333333333334,0.07333333333333333,0.04,0.05333333333333334,0.0,0.04,0.4618757116517579,0.45725695453524046,980,74.0005681597938,0.24285714285714285,0.2642857142857143,0.022448979591836733,0.24285714285714285,0.0,0.02142857142857143,0.45862148908987654,0.4540352741989779,198.00000000000003,200.0,10.249380302028495
93,16806,61052,150,350.7737999945436,0.04666666666666667,0.06666666666666667,0.02,0.04666666666666667,0.0,0.02,0.4332254774870228,0.42889322271215274,1000,78.11459168969756,0.29,0.389,0.103,0.29,0.0,0.099,0.486032111536519,0.4811717904211539,198.00000000000003,200.0,12.099847556515227
94,16956,62052,150,258.9794259677163,0.04,0.15333333333333332,0.11333333333333333,0.04,0.0,0.11333333333333333,0.6079073833294426,0.6018283094961483,1000,102.28476529472577,0.218,0.291,0.073,0.218,0.001,0.072,0.5848794797617312,0.5790306849641139,198.00000000000003,200.0,14.494755825291584
95,17106,62852,150,323.2350688654326,0.22,0.25333333333333335,0.03333333333333333,0.22,0.0,0.03333333333333333,0.37610933617945963,0.37234824281766504,800,126.72848067507759,0.1125,0.11375,0.00125,0.1125,0.0,0.00125,0.6706235136435614,0.6639172785071259,198.00000000000003,200.0,9.537247150973162
96,17256,63852,150,271.2848976603562,0.17333333333333334,0.24,0.06666666666666667,0.17333333333333334,0.006666666666666667,0.04666666666666667,0.6590436400628189,0.6524532036621908,1000,69.74862141687717,0.439,0.447,0.008,0.439,0.0,0.007,0.44845818177096497,0.4439735999532554,198.00000000000003,200.0,8.584864327577948
97,17406,64652,150,337.4622364679864,0.0,0.08,0.08,0.0,0.0,0.06666666666666667,0.484810512633721,0.47996240750738384,800,136.36746755568208,0.05375,0.055,0.00125,0.05375,0.0,0.0,0.7004665907618162,0.6934619248541981,198.00000000000003,200.0,9.766441760846693
98,17556,65452,150,317.9477114922595,0.06666666666666667,0.10666666666666667,0.04666666666666667,0.06666666666666667,0.0,0.04,0.534340921569385,0.5289975123536912,800,132.50730994998864,0.05625,0.11375,0.06125,0.05625,0.0,0.05875,0.6982007860675787,0.6912187782069031,198.00000000000003,200.0,7.373378817613604
99,17706,66262,150,304.4481739653708,0.17333333333333334,0.2,0.02666666666666667,0.17333333333333334,0.0,0.02666666666666667,0.5077836168651801,0.5027057806965284,810,115.5754270112944,0.05802469135802469,0.1765432098765432,0.12345679012345678,0.05802469135802469,0.0,0.11604938271604938,0.639945977805705,0.633546518027648,198.00000000000003,200.0,16.903169506363863
100,17856,67211,150,355.1084608100773,0.02666666666666667,0.08666666666666667,0.06,0.02666666666666667,0.0,0.05333333333333334,0.427988125310539,0.4237082440574336,949,97.47352989849807,0.136986301369863,0.1791359325605901,0.04214963119072708,0.136986301369863,0.0,0.0410958904109589,0.5525665037926648,0.5470408387547381,198.00000000000003,200.0,8.53418575331296
