model_group,model_label,checkpoint_step,scenario_count,episode_count,route_completion_mean,route_completion_var,Road completion_mean_var,crash_mean,crash_var,Ego crash rate_mean_var,combined_efficiency_mean,combined_efficiency_var,Traffic efficiency_mean_var,ego_reward_mean,ego_reward_var,Ego reward_mean_var,episode_reward_mean,episode_reward_var,Average reward_mean_var,mean_speed_mean,mean_speed_var,Average speed_mean_var,ego_route_distance_m_mean,ego_route_distance_m_var,Driven distance_mean_var
training_final,ppo_torch,188751578016257,4,160,0.8918682128906246,0.03748734676985237,0.8919 ± 0.0375,0.25,0.1875,0.2500 ± 0.1875,0.5358980401785702,0.00495451321259417,0.5359 ± 0.0050,3567.160351562481,643602.8829123501,3567.1604 ± 643602.8829,3567.160351562481,643602.8829123501,3567.1604 ± 643602.8829,22.47521484374988,0.7277522964477168,22.4752 ± 0.7278,178.98301757812405,1525.9747731988436,178.9830 ± 1525.9748
