model_label,episodes,route_completion_mean,route_completion_var,route_completion_mean_var,ego_route_distance_m_mean,ego_route_distance_m_var,ego_route_distance_m_mean_var,mean_speed_mean,mean_speed_var,mean_speed_mean_var,combined_efficiency_mean,combined_efficiency_var,combined_efficiency_mean_var,episode_reward_mean,episode_reward_var,episode_reward_mean_var,ego_crash_mean,ego_crash_var,ego_crash_mean_var,progress_auc_mean,progress_auc_var,progress_auc_mean_var,route_speed_efficiency_mean,route_speed_efficiency_var,route_speed_efficiency_mean_var,low_speed_ratio_mean,low_speed_ratio_var,low_speed_ratio_mean_var
ppo,40,0.04962744547190003,0.009042295678123672,0.0496 ± 0.0090,7.799863233964606,228.2631225100021,7.7999 ± 228.2631,1.5144050536251599,7.417693781831145,1.5144 ± 7.4177,0.06724641786879101,0.01506348298906634,0.0672 ± 0.0151,,,,0.25,0.1875,0.2500 ± 0.1875,0.0439727064136514,0.006978186961024591,0.0440 ± 0.0070,1.51780775226134,7.452512901163942,1.5178 ± 7.4525,0.8396587363106505,0.08186597199416604,0.8397 ± 0.0819
